"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Cited by","DOI","Link","Index Keywords","Document Type","Publication Stage","Open Access","Source","EID"
"Wang J.; Tian Q.; Wu W.; Li G.","Wang, Jiaqing (57704349400); Tian, Qi (60424140600); Wu, Wenzheng (35301473900); Li, Guiwei (56942592100)","57704349400; 60424140600; 35301473900; 56942592100","Research Progress on Additive Manufacturing of AlSi10Mg and Its Composites: Material Design, Forming, and Process Control (Invited); [AlSi10Mg 及其复合材料增材制造研究进展：材料设计、成形及工艺调控（特邀）]","2026","Zhongguo Jiguang/Chinese Journal of Lasers","53","4","0402308","","","0","10.3788/CJL251369","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105031374916&doi=10.3788%2FCJL251369&partnerID=40&md5=5c1189f96ecc6f4742469a8822730438","Additives; Alloying; Aluminum alloys; Binary alloys; Ceramic materials; Ceramic matrix composites; Functionally graded materials; Industrial research; Matrix algebra; Melting; Polymer matrix composites; Powder metals; Rapid solidification; Selective laser melting; Silicon; Silicon alloys; Silicon compounds; Ternary alloys; Tin; Tin alloys; Titanium; Titanium alloys; Titanium nitride; Vanadium alloys; Zirconium alloys; Heterogeneous structures; Laser powders; Machine-learning; Matrix composite; Metal matrix; Metal matrix composite; Multi materials; Multi-material integration; Powder bed; Selective laser melting; Metallic matrix composites","Review","Final","","Scopus","2-s2.0-105031374916"
"Vellaiyan S.; Aljohani K.; Aljohani B.S.; Kuppusamy S.; Minh N.V.","Vellaiyan, Suresh (56695172500); Aljohani, Khalid (57217065211); Aljohani, Bassam S. (57211555672); Kuppusamy, Shanmugavel (57213134645); Minh, Nguyen Van (57194008700)","56695172500; 57217065211; 57211555672; 57213134645; 57194008700","A comprehensive review of AI-enabled predictive maintenance for hydrogen-powered transport: Advancing process safety and sustainability","2026","Journal of Loss Prevention in the Process Industries","101","","105953","","","0","10.1016/j.jlp.2026.105953","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105029086176&doi=10.1016%2Fj.jlp.2026.105953&partnerID=40&md5=3f4c869061905bb3ff97a5b78bb2ed4b","Advanced Analytics; Anomaly detection; Digital twin; Fault detection; Hydrogen production; Hydrogen storage; Internet of things; Learning systems; Predictive maintenance; Safety engineering; Balance of plant; Digital twin and IoT; High pressure hydrogen storage; Hydrogen mobility; Hydrogen-powered transportation; Predictive maintenance; Process safety; Process sustainability; Reliability and safeties; Sustainable energy; Digital storage","Article","Final","","Scopus","2-s2.0-105029086176"
"Etoh T.G.; Sawano K.; Ando T.; Kamakura Y.; Takehara K.","Etoh, Takeharu Goji (35600044100); Sawano, Kentarou (9041961500); Ando, Taeko (7402175306); Kamakura, Yoshinari (7003376715); Takehara, Kohsei (35600562100)","35600044100; 9041961500; 7402175306; 7003376715; 35600562100","On an Extremely Highspeed Dislocation-free Ge-on-Si image sensor","2026","Proceedings of SPIE - The International Society for Optical Engineering","13987","","1398702","","","0","10.1117/12.3093774","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105028905181&doi=10.1117%2F12.3093774&partnerID=40&md5=45145fcb7b03388f319ff13711fb5763","Chromium compounds; Digital cameras; Dislocations (crystals); Germanium; Germanium compounds; High speed cameras; Nanosensors; Particle beams; Photonics; Photons; Silicon; Silicon compounds; Dislocation free; Ge crystals; Ge-on-Si; Germania photodiode; Germaniums (Ge); High Speed; Innovative technology; Si crystals; Silicon circuits; Ultra high speed; Image sensors; Lattice constants","Conference paper","Final","","Scopus","2-s2.0-105028905181"
"Jin X.; Gui J.; Li D.; Wang Y.","Jin, Xun (57540058500); Gui, Jiang (58809254300); Li, De (54787727100); Wang, Yanwei (60162508300)","57540058500; 58809254300; 54787727100; 60162508300","MIDI music plagiarism detection method based on feature similarity learning","2026","Eurasip Journal on Audio, Speech, and Music Processing","2026","1","8","","","0","10.1186/s13636-025-00429-y","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105028978537&doi=10.1186%2Fs13636-025-00429-y&partnerID=40&md5=884410a681bb2178099e9ba31d11454f","Computer music; Electronic musical instruments; Extraction; Detection methods; Feature enhancement; Features extraction; Key feature; Musical instrument digital interfaces; Performance; Plagiarism detection; Siamese network; Similarity detection; Similarity learning; Feature extraction","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-105028978537"
"Wang W.; Wang B.","Wang, Wanli (57224634810); Wang, Baomin (57199071428)","57224634810; 57199071428","Fracture performance of SiO2-coated CNTs reinforced alkali-activated composites: A novel interface engineering strategy","2026","Composites Part B: Engineering","310","","113177","","","0","10.1016/j.compositesb.2025.113177","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105021055919&doi=10.1016%2Fj.compositesb.2025.113177&partnerID=40&md5=0598f1da7be9f9031eb4819578c1706d","Bending tests; Crack propagation; Fracture energy; Interfaces (materials); Molecular dynamics; Reinforcement; Silica; Strain measurement; Yarn; Activated materials; Alkali-activated; Alkali-activated material; Cracks propagation; Energy; Fly ash composites; Fracture performance; Interface engineering; Interfacial bonding; SiO 2; Carbon nanotubes; Fracture toughness","Article","Final","","Scopus","2-s2.0-105021055919"
"Lai K.-Q.; Chan C.-K.; Hashim N.A.; Toa C.-K.; Lin C.-W.; Goh S.-K.; Tham L.-K.","Lai, Koi-Qi (60507657300); Chan, Chow-Khuen (56274607400); Hashim, Nur Afiqah (57193227282); Toa, Chean-Khim (57193834770); Lin, Che-Wei (53986367000); Goh, Sim-Kuan (56489796700); Tham, Lai-Kuan (59929808800)","60507657300; 56274607400; 57193227282; 57193834770; 53986367000; 56489796700; 59929808800","Comparative Analysis of Augmented Reality and Virtual Reality in Biomedical Engineering Education: Acceptance and Learning Effectiveness","2026","Computer Applications in Engineering Education","34","2","e70171","","","0","10.1002/cae.70171","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105032865493&doi=10.1002%2Fcae.70171&partnerID=40&md5=6a6db80ce3f5d5a8da6c8b8874eb64b2","Biomedical engineering; Digital devices; E-learning; Education computing; Engineering education; Students; Teaching; User interfaces; Acceptance; Biomedical engineering education; Comparative analyzes; Digital technologies; Education tool; Effectiveness; Experiential learning; Learning effectiveness; Learning tool; Rapid growth; Augmented reality; Virtual reality","Article","Final","","Scopus","2-s2.0-105032865493"
"Yue R.; Li K.; Qin Q.; Li M.; Tian D.; Ji J.; Yan S.","Yue, Rui (57477643000); Li, Kegang (24376492500); Qin, Qingci (57207966780); Li, Mingliang (57219707149); Tian, Dong (56145487300); Ji, Jianghu (60015734600); Yan, Shiqian (59136188000)","57477643000; 24376492500; 57207966780; 57219707149; 56145487300; 60015734600; 59136188000","Progressive damage in non-persistent fissured rock masses: Stress-strain analysis of inclination angle effects","2026","Theoretical and Applied Fracture Mechanics","143","","105463","","","0","10.1016/j.tafmec.2026.105463","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105027986536&doi=10.1016%2Fj.tafmec.2026.105463&partnerID=40&md5=7c9cfac41aa80344e25807f75e22e83a","Dynamics; Elasticity; Energy utilization; Fracture; High speed cameras; Mechanical testing; Photoelasticity; Rock mechanics; Rocks; Safety engineering; Strain measurement; Stresses; Tensile strength; Cracks propagation; Digital image correlations; Dip angle; Dynamic photoelasticity; Energy; Failure mechanism; Inclination angles; Progressive failure; Progressive failure mechanism; Wing crack; Crack propagation; Energy dissipation","Article","Final","","Scopus","2-s2.0-105027986536"
"Shi J.; Zhang M.; Shen L.; Liu J.; Zhang Y.; Pu L.; Xu J.","Shi, Jianxin (57221522180); Zhang, Miao (57193678960); Shen, Linfeng (57266965100); Liu, Jiangchuan (59061428700); Zhang, Yuan (7601312884); Pu, Lingjun (55441386400); Xu, Jingdong (8321202800)","57221522180; 57193678960; 57266965100; 59061428700; 7601312884; 55441386400; 8321202800","Implicit Representation-based Volumetric Video Streaming for Photorealistic Full-scene Experience","2026","ACM Transactions on Multimedia Computing, Communications and Applications","22","3","63","","","1","10.1145/3728472","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105032740421&doi=10.1145%2F3728472&partnerID=40&md5=6958d1c002198d2c4237b9f44501c55f","Arts computing; Computer architecture; Digital devices; Human computer interaction; Human engineering; Image segmentation; Infrared devices; Interactive computer graphics; Three dimensional computer graphics; User experience; User interfaces; Volumetric analysis; Field generations; Full-scene volumetric video; Immersive; Implicit neural radiance field generation; Layered representation; Photo-realistic; Spatially layered representation; Users' experiences; Video-streaming; Volumetrics; Video streaming","Article","Final","","Scopus","2-s2.0-105032740421"
"Pholauyphon W.; Aekchat J.; Nantasaksiri K.; Suzuki T.; Tsushima S.; Charoen-amornkitt P.","Pholauyphon, Wasinee (57225081931); Aekchat, Jirawan (60327728800); Nantasaksiri, Kotchakarn (57188738271); Suzuki, Takahiro (56211077300); Tsushima, Shohji (7004721945); Charoen-amornkitt, Patcharawat (56601469800)","57225081931; 60327728800; 57188738271; 56211077300; 7004721945; 56601469800","Semi-empirical physics-based simulation of time-domain current responses in electrochemical impedance spectroscopy and their conversion to frequency-domain spectra","2026","Journal of Energy Storage","150","","119976","","","0","10.1016/j.est.2025.119976","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105027226221&doi=10.1016%2Fj.est.2025.119976&partnerID=40&md5=ec564cd6412477ba186ed820c6443f4d","Charge transfer; Charging (batteries); Digital storage; Electrochemical electrodes; Electrolytes; Electrolytic analysis; Equivalent circuits; Frequency domain analysis; Mass transfer; Rate constants; Redox reactions; Spectrum analysis; Supercapacitor; Time domain analysis; Cylindrical electrodes; Electrochemical-impedance spectroscopies; Frequency domains; Impedance spectroscopy modeling; Modeling; Performance; Redox-active; Redox-active electrolyte; Time domain; Time-dependent analysis; Cyclic voltammetry; Electrochemical impedance spectroscopy","Article","Final","","Scopus","2-s2.0-105027226221"
"Tan Z.; Zhang T.","Tan, Zhenhua (59582661300); Zhang, Tao (57735087200)","59582661300; 57735087200","Emotion-semantic interaction network for fake news detection: Perspectives on question and non-question comment semantics","2026","Information Processing and Management","63","2","104391","","","2","10.1016/j.ipm.2025.104391","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105015302558&doi=10.1016%2Fj.ipm.2025.104391&partnerID=40&md5=c789a6d1c997b81fc8608179733516c0","Association reactions; Fake detection; Human computer interaction; Latent semantic analysis; Semantic Web; Semantics; User interfaces; 'current; Cross-attention; Emotion semantics; Emotion-semantic interaction; Fake news; Interaction networks; Network models; Question comment; Semantic interactions; Social network; Social networking (online)","Article","Final","","Scopus","2-s2.0-105015302558"
"Xiao X.; Qi B.; Yin Z.; Tong J.; Sun J.; Sui Z.; Liang J.; Zhao J.; Wang H.","Xiao, Xingyu (60225444300); Qi, Ben (57306509900); Yin, Zijian (57210189071); Tong, Jiejuan (8720857000); Sun, Jun (56424085300); Sui, Zhe (7004898241); Liang, Jingang (55797885400); Zhao, Jun (57190342175); Wang, Haitao (55961776200)","60225444300; 57306509900; 57210189071; 8720857000; 56424085300; 7004898241; 55797885400; 57190342175; 55961776200","AutoGraph: An intelligent knowledge-graph agent for procedure automation and dynamic human reliability support in high-risk industries","2026","Reliability Engineering and System Safety","270","","112123","","","3","10.1016/j.ress.2025.112123","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105026134747&doi=10.1016%2Fj.ress.2025.112123&partnerID=40&md5=79b6c48f08880772b046fb1fb6156476","Automation; Cognitive systems; Graph theory; Graphical user interfaces; Information dissemination; Intelligent agents; Knowledge graph; Man machine systems; Nuclear energy; Real time systems; Reliability; Safety engineering; Chemicals processing; Decision supports; Digital control; Digital control room; Energy processing; Human reliability; Knowledge graphs; Procedure automation; Real time decisions; Real-time decision support; Decision support systems","Article","Final","","Scopus","2-s2.0-105026134747"
"Taş N.; Erden Y.; Temel M.H.; Bağcier F.","Taş, Nurmuhammet (56675640300); Erden, Yakup (57201727234); Temel, Mustafa Hüseyin (57221080041); Bağcier, Fatih (56676348700)","56675640300; 57201727234; 57221080041; 56676348700","YouTube as a digital health platform: A cross-sectional thematic and sentiment analysis of the 100 most-viewed knee osteoarthritis videos","2026","Medicine","105","9","","e47925","","0","10.1097/MD.0000000000047925","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105031685077&doi=10.1097%2FMD.0000000000047925&partnerID=40&md5=f7ec8d659334f01ce64d3e906620390b","Consumer Health Information; Cross-Sectional Studies; Digital Health; Humans; Osteoarthritis, Knee; Patient Education as Topic; Social Media; Video Recording; consumer health information; cross-sectional study; diagnosis; digital health; human; knee osteoarthritis; patient education; procedures; social media; therapy; videorecording","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-105031685077"
"Ali A.; Dong W.; Tian G.Y.; Asif A.; Lu X.; Peng C.; Xu H.","Ali, Amir (57207417181); Dong, Wang (60168279500); Tian, Gui Yun (7202950628); Asif, Ali (57207502071); Lu, Xiaolong (57198505031); Peng, Chunwen (60152513400); Xu, Haining (60151961300)","57207417181; 60168279500; 7202950628; 57207502071; 57198505031; 60152513400; 60151961300","Differential frequency-based digital interface for LVDT with enhanced sensitivity and linearity","2026","Measurement: Journal of the International Measurement Confederation","258","","119461","","","0","10.1016/j.measurement.2025.119461","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105020665212&doi=10.1016%2Fj.measurement.2025.119461&partnerID=40&md5=fa17bae6ae49fbbc696e5c83d86ca8dc","Frequency converters; Interfaces (computer); Power converters; Resonant converters; Strain measurement; Differential inductance; Digital converters; Digital interfaces; Direct digital interface; Displacement sensing; Frequency output; Inductance-to-digital converter (LDC); Inductive displacement sensing; Linear variable differential transformer; Time-sharing; Time-sharing resonance; Inductance","Article","Final","","Scopus","2-s2.0-105020665212"
"Firmansyah I.; Setiadi B.; Suyoto S.; Prini S.U.; Indrawijaya R.; Rohman B.P.A.; Yamaguchi Y.","Firmansyah, Iman (26434136900); Setiadi, Bambang (60253203600); Suyoto, Suyoto (60252740600); Prini, Salita Ulitia (57208581701); Indrawijaya, Ratna (57193155077); Rohman, Budiman P.A. (57189029562); Yamaguchi, Yoshiki (35352923000)","26434136900; 60253203600; 60252740600; 57208581701; 57193155077; 57189029562; 35352923000","OpenCL-accelerated FPGA for real-time AES-128 signal encryption and decryption","2026","AEU - International Journal of Electronics and Communications","206","","156187","","","0","10.1016/j.aeue.2025.156187","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105025724897&doi=10.1016%2Fj.aeue.2025.156187&partnerID=40&md5=8c7de7075c84f30d6f20d71296ef2508","Analog to digital conversion; Computer hardware; Computer hardware description languages; Cryptography; Data acquisition; Hardware security; High level synthesis; Multimedia systems; Real time systems; Throughput; Analog to digital converters; Communications systems; Decryption; Encryption and decryption; Growing demand; Opencl; Real- time; Real-time signals; Signal encryptions; Signal transmission; Field programmable gate arrays (FPGA)","Article","Final","","Scopus","2-s2.0-105025724897"
